Key: RF01725, Start position: 324, Cut position: 934
Key: RF01725, Start position: 324, Cut position: 934
Key: RF01725, Start position: 324, Cut position: 934
Key: RF01725, Start position: 324, Cut position: 934
Key: RF01725, Start position: 324, Cut position: 934
Key: RF01725, Start position: 325, Cut position: 934
Key: RF01725, Start position: 321, Cut position: 934
Key: RF01725, Start position: 314, Cut position: 934
Key: RF01725, Start position: 316, Cut position: 934
Key: RF01725, Start position: 316, Cut position: 934
Key: RF01725, Start position: 316, Cut position: 934
Key: RF01725, Start position: 315, Cut position: 934
Key: RF01725, Start position: 315, Cut position: 934
Key: RF01725, Start position: 316, Cut position: 934
Key: RF01725, Start position: 321, Cut position: 934
Key: RF01725, Start position: 314, Cut position: 934
Key: RF01725, Start position: 314, Cut position: 934
Key: RF01725, Start position: 314, Cut position: 934
Key: RF01725, Start position: 314, Cut position: 934
Key: RF00114, Start position: 471, Cut position: 741
Key: RF00114, Start position: 471, Cut position: 741
Key: RF00114, Start position: 471, Cut position: 741
Key: RF00114, Start position: 471, Cut position: 741
Key: RF00114, Start position: 471, Cut position: 741
Key: RF00114, Start position: 471, Cut position: 741
Key: RF00114, Start position: 471, Cut position: 741
Key: RF00114, Start position: 471, Cut position: 741
Key: RF00114, Start position: 471, Cut position: 741
Key: RF00114, Start position: 473, Cut position: 741
Key: RF00114, Start position: 479, Cut position: 741
Key: RF00114, Start position: 479, Cut position: 741
Key: RF00114, Start position: 479, Cut position: 741
Key: RF00114, Start position: 479, Cut position: 741
Key: RF00114, Start position: 475, Cut position: 741
Key: RF00114, Start position: 496, Cut position: 741
Key: RF00114, Start position: 473, Cut position: 741
Key: RF00114, Start position: 485, Cut position: 741
Key: RF00114, Start position: 485, Cut position: 741
Key: RF00114, Start position: 482, Cut position: 741
Key: RF00634, Start position: 518, Cut position: 753
Key: RF00634, Start position: 519, Cut position: 753
Key: RF00634, Start position: 520, Cut position: 753
Key: RF00634, Start position: 523, Cut position: 753
Key: RF00634, Start position: 520, Cut position: 753
Key: RF00634, Start position: 521, Cut position: 753
Key: RF00634, Start position: 520, Cut position: 753
Key: RF00634, Start position: 525, Cut position: 753
Key: RF00634, Start position: 521, Cut position: 753
Key: RF00634, Start position: 521, Cut position: 753
Key: RF00634, Start position: 497, Cut position: 753
Key: RF00634, Start position: 497, Cut position: 753
Key: RF00634, Start position: 495, Cut position: 753
Key: RF00634, Start position: 537, Cut position: 753
Key: RF00634, Start position: 478, Cut position: 753
Key: RF00634, Start position: 531, Cut position: 753
Key: RF00634, Start position: 547, Cut position: 753
Key: RF00634, Start position: 531, Cut position: 753
Key: RF00634, Start position: 535, Cut position: 753
Key: RF00634, Start position: 504, Cut position: 753
Key: RF01689, Start position: 539, Cut position: 713
Key: RF01689, Start position: 539, Cut position: 713
Key: RF01689, Start position: 539, Cut position: 713
Key: RF01689, Start position: 539, Cut position: 713
Key: RF01689, Start position: 539, Cut position: 713
Key: RF01689, Start position: 539, Cut position: 713
Key: RF01689, Start position: 393, Cut position: 713
Key: RF01689, Start position: 393, Cut position: 713
Key: RF01689, Start position: 393, Cut position: 713
Key: RF01689, Start position: 458, Cut position: 713
Key: RF01689, Start position: 458, Cut position: 713
Key: RF01689, Start position: 457, Cut position: 713
Key: RF01689, Start position: 518, Cut position: 713
Key: RF01689, Start position: 520, Cut position: 713
Key: RF01689, Start position: 520, Cut position: 713
Key: RF01689, Start position: 537, Cut position: 713
Key: RF01689, Start position: 541, Cut position: 713
Key: RF00166, Start position: 320, Cut position: 753
Key: RF00166, Start position: 320, Cut position: 753
Key: RF00166, Start position: 320, Cut position: 753
Key: RF00166, Start position: 320, Cut position: 753
Key: RF00166, Start position: 320, Cut position: 753
Key: RF00166, Start position: 320, Cut position: 753
Key: RF00166, Start position: 319, Cut position: 753
Key: RF00166, Start position: 319, Cut position: 753
Key: RF00166, Start position: 319, Cut position: 753
Key: RF00166, Start position: 319, Cut position: 753
Key: RF00166, Start position: 320, Cut position: 753
Key: RF00166, Start position: 324, Cut position: 753
Key: RF00166, Start position: 320, Cut position: 753
Key: RF00166, Start position: 321, Cut position: 753
Key: RF00166, Start position: 322, Cut position: 753
Key: RF00166, Start position: 324, Cut position: 753
Key: RF00166, Start position: 323, Cut position: 753
Key: RF00166, Start position: 327, Cut position: 753
Key: RF00166, Start position: 325, Cut position: 753
Key: RF00166, Start position: 325, Cut position: 753
Key: RF02543, Start position: 544, Cut position: 8996
Key: RF02543, Start position: 544, Cut position: 8996
Key: RF02543, Start position: 544, Cut position: 8996
Key: RF02543, Start position: 544, Cut position: 8996
Key: RF02543, Start position: 541, Cut position: 8996
Key: RF02543, Start position: 544, Cut position: 8996
Key: RF02543, Start position: 547, Cut position: 8996
Key: RF02543, Start position: 547, Cut position: 8996
Key: RF02543, Start position: 547, Cut position: 8996
Key: RF02543, Start position: 547, Cut position: 8996
Key: RF02543, Start position: 541, Cut position: 8996
Key: RF02543, Start position: 579, Cut position: 8996
Key: RF02543, Start position: 538, Cut position: 8996
Key: RF02543, Start position: 513, Cut position: 8996
Key: RF02543, Start position: 601, Cut position: 8996
Key: RF02543, Start position: 601, Cut position: 8996
Key: RF02543, Start position: 601, Cut position: 8996
Key: RF02543, Start position: 601, Cut position: 8996
Key: RF02543, Start position: 601, Cut position: 8996
Key: RF02543, Start position: 601, Cut position: 8996
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00001, Start position: 318, Cut position: 831
Key: RF00001, Start position: 316, Cut position: 831
Key: RF00001, Start position: 316, Cut position: 831
Key: RF00001, Start position: 314, Cut position: 831
Key: RF00001, Start position: 313, Cut position: 831
Key: RF00001, Start position: 313, Cut position: 831
Key: RF00001, Start position: 314, Cut position: 831
Key: RF00001, Start position: 313, Cut position: 831
Key: RF00001, Start position: 313, Cut position: 831
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00001, Start position: 317, Cut position: 831
Key: RF00003, Start position: 316, Cut position: 804
